Date,Price,Open,High,Low,Vol.,Change %
01/10/1986,243.98,231.32,244.51,231.32,-,0.0547
01/09/1986,231.32,252.93,254.13,228.08,-,-0.0854
01/08/1986,252.93,236.12,254.24,231.92,-,0.0712
01/07/1986,236.12,250.67,253.2,233.07,-,-0.0587
01/06/1986,250.84,246.04,251.81,238.23,-,0.0141
01/05/1986,247.35,235.52,249.19,232.26,-,0.0502
01/04/1986,235.52,238.9,245.47,226.3,-,-0.0141
01/03/1986,238.9,226.92,240.11,222.18,-,0.0528
01/02/1986,226.92,211.78,227.92,210.82,-,0.0715
01/01/1986,211.78,211.28,214.57,202.6,-,0.0024
01/12/1985,211.28,202.17,213.08,200.1,-,0.0451
01/11/1985,202.17,189.82,203.4,189.37,-,0.0651
01/10/1985,189.82,182.06,190.15,181.16,-,0.0425
01/09/1985,182.08,188.63,188.8,179.45,-,-0.0347
01/08/1985,188.63,190.92,192.17,186.1,-,-0.012
01/07/1985,190.92,191.85,196.07,189.3,-,-0.0048
01/06/1985,191.85,189.55,191.85,185.03,-,0.0121
01/05/1985,189.55,179.83,189.98,178.35,-,0.0541
01/04/1985,179.83,180.66,183.61,177.86,-,-0.0046
01/03/1985,180.66,181.18,183.89,176.53,-,-0.0029
01/02/1985,181.18,179.63,183.95,177.75,-,0.0086
01/01/1985,179.63,167.2,180.27,163.36,-,0.0741
01/12/1984,167.24,163.58,169.03,161.54,-,0.0224
01/11/1984,163.58,166.09,170.41,162.99,-,-0.0151
01/10/1984,166.09,166.1,169.62,160.02,-,-0.0001
01/09/1984,166.1,166.68,169.65,163.06,-,-0.0035
01/08/1984,166.68,150.66,168.8,150.66,-,0.1063
01/07/1984,150.66,153.16,153.87,147.26,-,-0.0165
01/06/1984,153.18,150.55,155.64,148.53,-,0.0175
01/05/1984,150.55,160.05,162.11,148.68,-,-0.0594
01/04/1984,160.05,159.18,160.69,154.12,-,0.0055
01/03/1984,159.18,157.06,160.46,153.77,-,0.0135
01/02/1984,157.06,163.41,164,152.13,-,-0.0389
01/01/1984,163.41,164.93,169.54,162.03,-,-0.0092
01/12/1983,164.93,166.37,166.77,161.58,-,-0.0088
01/11/1983,166.4,163.55,168.07,161.63,-,0.0174
01/10/1983,163.55,165.99,172.65,162.86,-,-0.0152
01/09/1983,166.07,164.4,170.41,163.95,-,0.0102
01/08/1983,164.4,162.34,165.91,158.5,-,0.0113
01/07/1983,162.56,168.11,170.72,161.5,-,-0.0303
01/06/1983,167.64,162.38,171.6,160.8,-,0.0323
01/05/1983,162.39,164.41,166.99,160.29,-,-0.0124
01/04/1983,164.43,152.92,164.43,150.17,-,0.075
01/03/1983,152.96,148.07,155.02,148.07,-,0.0331
01/02/1983,148.06,145.29,150.88,141.9,-,0.019
01/01/1983,145.3,140.65,148.36,138.08,-,0.0331
01/12/1982,140.64,138.56,143.68,134.79,-,0.0152
01/11/1982,138.53,133.72,144.36,132.89,-,0.036
01/10/1982,133.72,120.4,140.4,120.15,-,0.1104
01/09/1982,120.42,119.52,126.43,117.84,-,0.0076
01/08/1982,119.51,107.71,120.26,102.2,-,0.116
01/07/1982,107.09,109.52,112.39,105.57,-,-0.023
01/06/1982,109.61,111.97,112.48,107.01,-,-0.0203
01/05/1982,111.88,115.96,119.92,111.66,-,-0.0392
01/04/1982,116.44,111.96,119.33,111.48,-,0.04
01/03/1982,111.96,113.11,114.8,104.46,-,-0.0102
01/02/1982,113.11,119.81,119.81,110.03,-,-0.0605
01/01/1982,120.4,122.55,123.72,113.63,-,-0.0175
01/12/1981,122.55,126.35,127.32,121.04,-,-0.0301
01/11/1981,126.35,122.35,126.97,119.13,-,0.0366
01/10/1981,121.89,116.18,123.28,115,-,0.0491
01/09/1981,116.18,122.79,124.58,110.19,-,-0.0538
01/08/1981,122.79,130.92,135.18,122.29,-,-0.0621
01/07/1981,130.92,130.01,131.78,125.96,-,-0.0022
01/06/1981,131.21,132.59,135.67,128.77,-,-0.0104
01/05/1981,132.59,132.81,134.92,128.78,-,-0.0017
01/04/1981,132.81,136,137.72,131.58,-,-0.0235
01/03/1981,136,131.27,138.38,128.56,-,0.036
01/02/1981,131.27,129.48,132.02,124.66,-,0.0133
01/01/1981,129.55,135.76,140.32,128.57,-,-0.0457
01/12/1980,135.76,140.52,140.66,125.32,-,-0.0339
01/11/1980,140.52,127.47,141.96,127.23,-,0.1024
01/10/1980,127.47,125.46,135.88,124.66,-,0.016
01/09/1980,125.46,122.38,132.17,121.79,-,0.0252
01/08/1980,122.38,121.67,127.78,119.42,-,0.0058
01/07/1980,121.67,114.24,123.93,113.54,-,0.065
01/06/1980,114.24,111.24,117.98,109.77,-,0.027
01/05/1980,111.24,106.29,112.72,103.5,-,0.0466
01/04/1980,106.29,102.09,106.79,98.95,-,0.0411
01/03/1980,102.09,113.66,114.34,94.23,-,-0.1018
01/02/1980,113.66,114.16,120.22,111.33,-,-0.0044
01/01/1980,114.16,107.94,117.17,103.26,-,0.0576
01/12/1979,107.94,106.16,110.33,105.07,-,0.0168
01/11/1979,106.16,101.82,107.89,99.42,-,0.0426
01/10/1979,101.82,109.19,112.16,99.06,-,-0.0686
01/09/1979,109.32,109.32,111.58,105.38,-,0
01/08/1979,109.32,103.81,109.84,103.14,-,0.0531
01/07/1979,103.81,102.91,105.17,100.35,-,0.0087
01/06/1979,102.91,99.08,103.67,98.57,-,0.0387
01/05/1979,99.08,101.76,102.57,97.49,-,-0.0263
01/04/1979,101.76,101.56,103.95,100.14,-,0.0017
01/03/1979,101.59,96.28,103.31,95.98,-,0.0552
01/02/1979,96.28,99.93,100.52,95.38,-,-0.0365
01/01/1979,99.93,96.11,102.59,95.22,-,0.0397
01/12/1978,96.11,95.01,98.58,92.64,-,0.0149
01/11/1978,94.7,94.13,97.41,91.77,-,0.0166
01/10/1978,93.15,102.54,106.23,91.65,-,-0.0916
01/09/1978,102.54,103.29,108.05,100.66,-,-0.0073
01/08/1978,103.29,100.68,106.27,99.95,-,0.0259
01/07/1978,100.68,95.53,101.18,93.59,-,0.0539
01/06/1978,95.53,97.24,101.84,93.99,-,-0.0176
01/05/1978,97.24,96.83,100.32,94.57,-,0.0042
01/04/1978,96.83,89.2,97.91,88.07,-,0.0854
01/03/1978,89.21,87.04,91.35,86.45,-,0.0249
01/02/1978,87.04,89.25,91.32,86.58,-,-0.0248
01/01/1978,89.25,95.1,95.15,88.02,-,-0.0615
01/12/1977,95.1,94.83,95.67,91.76,-,0.0028
01/11/1977,94.83,92.19,97.11,90.01,-,0.027
01/10/1977,92.34,96.53,97.27,90.2,-,-0.0434
01/09/1977,96.53,96.77,98.43,94.44,-,-0.0025
01/08/1977,96.77,98.85,99.84,95.04,-,-0.021
01/07/1977,98.85,100.48,102.57,97.71,-,-0.0162
01/06/1977,100.48,96.12,101.65,95.89,-,0.0454
01/05/1977,96.12,98.44,100.93,95.52,-,-0.0236
01/04/1977,98.44,98.42,102.07,96.53,-,0.0002
01/03/1977,98.42,99.82,102.7,97.8,-,-0.014
01/02/1977,99.82,102.03,103.32,98.82,-,-0.0217
01/01/1977,102.03,107.46,107.97,100.91,-,-0.0505
01/12/1976,107.46,102.1,107.82,101.62,-,0.0525
01/11/1976,102.1,102.9,103.78,98.18,-,-0.0078
01/10/1976,102.9,105.24,105.75,99.21,-,-0.0222
01/09/1976,105.24,102.91,108.72,102.6,-,0.0226
01/08/1976,102.91,103.44,105.41,100.43,-,-0.0051
01/07/1976,103.44,104.28,106.78,102.31,-,-0.0081
01/06/1976,104.28,100.18,105.07,97.97,-,0.0409
01/05/1976,100.18,101.64,103.99,98.26,-,-0.0144
01/04/1976,101.64,102.77,104.63,99.57,-,-0.011
01/03/1976,102.77,99.71,104.39,98.23,-,0.0307
01/02/1976,99.71,100.86,103.07,98.5,-,-0.0114
01/01/1976,100.86,100.11,101.99,89.81,-,0.1183
01/12/1975,90.19,91.24,91.9,86.15,-,-0.0115
01/11/1975,91.24,89.04,92.33,87.63,-,0.0247
01/10/1975,89.04,83.87,91.75,82.57,-,0.0616
01/09/1975,83.87,86.88,87.42,81.57,-,-0.0346
01/08/1975,86.88,88.75,89.04,82.21,-,-0.0211
01/07/1975,88.75,95.19,96.58,87.68,-,-0.0677
01/06/1975,95.19,91.32,95.85,89.3,-,0.0443
01/05/1975,91.15,87.3,93.51,86.94,-,0.0441
01/04/1975,87.3,83.36,88.79,79.66,-,0.0473
01/03/1975,83.36,81.59,87.08,80.08,-,0.0217
01/02/1975,81.59,76.98,83.56,76,-,0.0599
01/01/1975,76.98,68.65,78.69,68.65,-,0.1228
01/12/1974,68.56,69.8,69.8,64.13,-,-0.0202
01/11/1974,69.97,73.9,77.41,66.85,-,-0.0532
01/10/1974,73.9,63.54,75.9,60.96,-,0.163
01/09/1974,63.54,72.15,73.01,62.52,-,-0.1193
01/08/1974,72.15,79.31,83.53,69.37,-,-0.0903
01/07/1974,79.31,86,86.89,78.96,-,-0.0778
01/06/1974,86,87.28,93.76,85.13,-,-0.0147
01/05/1974,87.28,90.31,93.59,85.87,-,-0.0336
01/04/1974,90.31,93.98,95.42,88.62,-,-0.0391
01/03/1974,93.98,96.22,101.05,93.44,-,-0.0233
01/02/1974,96.22,96.57,97.43,89.53,-,-0.0036
01/01/1974,96.57,97.55,100.94,91.62,-,-0.01
01/12/1973,97.55,95.83,99.09,91.05,-,0.0166
01/11/1973,95.96,108.29,109.2,94.88,-,-0.1139
01/10/1973,108.29,108.43,112.82,107.08,-,-0.0013
01/09/1973,108.43,104.25,110.45,102.13,-,0.0401
01/08/1973,104.25,108.17,108.17,99.74,-,-0.0367
01/07/1973,108.22,104.1,111.04,100.44,-,0.038
01/06/1973,104.26,104.95,109.52,101.45,-,-0.0066
01/05/1973,104.95,106.97,112.25,101.36,-,-0.0189
01/04/1973,106.97,111.52,113.65,105.44,-,-0.0408
01/03/1973,111.52,111.68,115.61,107.41,-,-0.0014
01/02/1973,111.68,116.03,118.98,109.8,-,-0.0375
01/01/1973,116.03,118.06,121.74,114.97,-,-0.0171
01/12/1972,118.05,116.67,119.79,114.63,-,0.0118
01/11/1972,116.67,111.58,117.91,111.32,-,0.0456
01/10/1972,111.58,110.55,112.26,106.27,-,0.0093
01/09/1972,110.55,111.09,112.12,107.35,-,-0.0049
01/08/1972,111.09,107.39,113.45,107.06,-,0.0345
01/07/1972,107.39,107.14,110.27,104.43,-,0.0023
01/06/1972,107.14,109.53,110.51,105.94,-,-0.0218
01/05/1972,109.53,107.67,111.48,103.83,-,0.0173
01/04/1972,107.67,107.2,111.11,106.18,-,0.0044
01/03/1972,107.2,106.57,109.75,105.86,-,0.0059
01/02/1972,106.57,103.94,107.16,103.1,-,0.0253
01/01/1972,103.94,102.09,105,100.87,-,0.0181
01/12/1971,102.09,93.99,102.21,93.95,-,0.0862
01/11/1971,93.99,94.23,96.08,89.34,-,-0.0025
01/10/1971,94.23,98.34,100.96,92.96,-,-0.0418
01/09/1971,98.34,99.03,102.25,96.97,-,-0.007
01/08/1971,99.03,95.58,101.51,92.81,-,0.0361
01/07/1971,95.58,99.16,101.52,95.08,-,-0.0316
01/06/1971,98.7,99.63,102.07,96.92,-,-0.0093
01/05/1971,99.63,103.95,104.42,98.68,-,-0.0416
01/04/1971,103.95,100.31,105.6,99.63,-,0.0363
01/03/1971,100.31,96.75,102.03,96.11,-,0.0368
01/02/1971,96.75,95.88,99.59,94.92,-,0.0091
01/01/1971,95.88,92.15,96.49,90.64,-,0.0405
01/12/1970,92.15,87.2,92.99,86.11,-,0.0568
01/11/1970,87.2,83.25,87.6,82.23,-,0.0474
01/10/1970,83.25,84.3,87.75,82.29,-,-0.0125
01/09/1970,84.3,81.52,84.99,79.95,-,0.0341
01/08/1970,81.52,78.05,82.47,74.13,-,0.0445
01/07/1970,78.05,78.07,79.03,70.69,-,0.0733
01/06/1970,72.72,76.55,79.96,72.25,-,-0.05
01/05/1970,76.55,81.52,82.32,68.61,-,-0.061
01/04/1970,81.52,89.63,90.7,79.31,-,-0.0905
01/03/1970,89.63,89.5,91.07,86.19,-,0.0015
01/02/1970,89.5,85.02,90.33,84.64,-,0.0527
